rechiseledcreate:block/jungle_window_tiles_side	full	128	128	cf1a8048702ec54035777aaf3acb1153c2512efaa3dc99ac02709796c8daeaa5
rechiseledcreate:block/limestone_cut_polished	full	128	128	cd5fc883f73b7e2b47e0c70303719ec45810b3a55e00cd342c57d9ac4d9acb61
rechiseledcreate:block/limestone_cut_small_brick	full	128	128	cd5fc883f73b7e2b47e0c70303719ec45810b3a55e00cd342c57d9ac4d9acb61
rechiseledcreate:block/mangrove_window_bars_end	plain	16	16	-
rechiseledcreate:block/mangrove_window_bars_side	simple	64	64	0a79f54e5c113cb6c87cda4025a0118cfa830c48a62251945da06f70f9de152f
rechiseledcreate:block/mangrove_window_covered_end	plain	16	16	-
rechiseledcreate:block/mangrove_window_covered_side	simple	64	64	0a79f54e5c113cb6c87cda4025a0118cfa830c48a62251945da06f70f9de152f
rechiseledcreate:block/mangrove_window_diagonal_end	plain	16	16	-
rechiseledcreate:block/mangrove_window_diagonal_side	simple	64	64	0a79f54e5c113cb6c87cda4025a0118cfa830c48a62251945da06f70f9de152f
rechiseledcreate:block/mangrove_window_large_end	plain	16	16	-
rechiseledcreate:block/mangrove_window_large_side	simple	64	64	0a79f54e5c113cb6c87cda4025a0118cfa830c48a62251945da06f70f9de152f
rechiseledcreate:block/mangrove_window_panes_end	plain	16	16	-
rechiseledcreate:block/mangrove_window_panes_side	simple	64	64	0a79f54e5c113cb6c87cda4025a0118cfa830c48a62251945da06f70f9de152f
rechiseledcreate:block/mangrove_window_slim_end	plain	16	16	-
rechiseledcreate:block/mangrove_window_slim_side	simple	64	64	0a79f54e5c113cb6c87cda4025a0118cfa830c48a62251945da06f70f9de152f
rechiseledcreate:block/mangrove_window_swirling_end	plain	16	16	-
rechiseledcreate:block/mangrove_window_swirling_side	simple	64	64	0a79f54e5c113cb6c87cda4025a0118cfa830c48a62251945da06f70f9de152f
rechiseledcreate:block/mangrove_window_tiles_end	plain	16	16	-
rechiseledcreate:block/mangrove_window_tiles_side	full	128	128	cf1a8048702ec54035777aaf3acb1153c2512efaa3dc99ac02709796c8daeaa5
rechiseledcreate:block/oak_window_bars_end	plain	16	16	-
rechiseledcreate:block/oak_window_bars_side	simple	64	64	0a79f54e5c113cb6c87cda4025a0118cfa830c48a62251945da06f70f9de152f
rechiseledcreate:block/oak_window_covered_end	plain	16	16	-
rechiseledcreate:block/oak_window_covered_side	simple	64	64	0a79f54e5c113cb6c87cda4025a0118cfa830c48a62251945da06f70f9de152f
rechiseledcreate:block/oak_window_diagonal_end	plain	16	16	-
rechiseledcreate:block/oak_window_diagonal_side	simple	64	64	0a79f54e5c113cb6c87cda4025a0118cfa830c48a62251945da06f70f9de152f
rechiseledcreate:block/oak_window_large_end	plain	16	16	-
rechiseledcreate:block/oak_window_large_side	simple	64	64	0a79f54e5c113cb6c87cda4025a0118cfa830c48a62251945da06f70f9de152f
rechiseledcreate:block/oak_window_rounded_end	plain	16	16	-
rechiseledcreate:block/oak_window_rounded_side	simple	64	64	0a79f54e5c113cb6c87cda4025a0118cfa830c48a62251945da06f70f9de152f
rechiseledcreate:block/oak_window_slim_end	plain	16	16	-
rechiseledcreate:block/oak_window_slim_side	simple	64	64	0a79f54e5c113cb6c87cda4025a0118cfa830c48a62251945da06f70f9de152f
rechiseledcreate:block/oak_window_swirling_end	plain	16	16	-
rechiseledcreate:block/oak_window_swirling_side	simple	64	64	0a79f54e5c113cb6c87cda4025a0118cfa830c48a62251945da06f70f9de152f
rechiseledcreate:block/oak_window_tiles_end	plain	16	16	-
rechiseledcreate:block/oak_window_tiles_side	full	128	128	cd5fc883f73b7e2b47e0c70303719ec45810b3a55e00cd342c57d9ac4d9acb61
rechiseledcreate:block/ochrum_cut_polished	full	128	128	cd5fc883f73b7e2b47e0c70303719ec45810b3a55e00cd342c57d9ac4d9acb61
rechiseledcreate:block/ochrum_cut_small_brick	full	128	128	cd5fc883f73b7e2b47e0c70303719ec45810b3a55e00cd342c57d9ac4d9acb61
rechiseledcreate:block/rose_quartz_bricks	simple	64	64	fb0ba3f9b6774f88e429e41a0fb8176033fa056ed9b5ff73be7f685aca975e4e
rechiseledcreate:block/rose_quartz_chiseled	full	128	128	cd5fc883f73b7e2b47e0c70303719ec45810b3a55e00cd342c57d9ac4d9acb61
rechiseledcreate:block/rose_quartz_crushed	full	128	128	cd5fc883f73b7e2b47e0c70303719ec45810b3a55e00cd342c57d9ac4d9acb61
rechiseledcreate:block/rose_quartz_polished_block	full	128	128	cd5fc883f73b7e2b47e0c70303719ec45810b3a55e00cd342c57d9ac4d9acb61
rechiseledcreate:block/rose_quartz_squares	full	128	128	cd5fc883f73b7e2b47e0c70303719ec45810b3a55e00cd342c57d9ac4d9acb61
rechiseledcreate:block/rose_quartz_tiles	full	128	128	cd5fc883f73b7e2b47e0c70303719ec45810b3a55e00cd342c57d9ac4d9acb61
rechiseledcreate:block/scorchia_cut_polished	full	128	128	cd5fc883f73b7e2b47e0c70303719ec45810b3a55e00cd342c57d9ac4d9acb61
rechiseledcreate:block/scorchia_cut_small_brick	full	128	128	cd5fc883f73b7e2b47e0c70303719ec45810b3a55e00cd342c57d9ac4d9acb61
rechiseledcreate:block/scoria_cut_polished	full	128	128	cd5fc883f73b7e2b47e0c70303719ec45810b3a55e00cd342c57d9ac4d9acb61
rechiseledcreate:block/scoria_cut_small_brick	full	128	128	cd5fc883f73b7e2b47e0c70303719ec45810b3a55e00cd342c57d9ac4d9acb61
rechiseledcreate:block/spruce_window_bars_end	plain	16	16	-
rechiseledcreate:block/spruce_window_bars_side	simple	64	64	0a79f54e5c113cb6c87cda4025a0118cfa830c48a62251945da06f70f9de152f
rechiseledcreate:block/spruce_window_covered_end	plain	16	16	-
rechiseledcreate:block/spruce_window_covered_side	simple	64	64	0a79f54e5c113cb6c87cda4025a0118cfa830c48a62251945da06f70f9de152f
rechiseledcreate:block/spruce_window_diagonal_end	plain	16	16	-
rechiseledcreate:block/spruce_window_diagonal_side	simple	64	64	0a79f54e5c113cb6c87cda4025a0118cfa830c48a62251945da06f70f9de152f
rechiseledcreate:block/spruce_window_large_end	plain	16	16	-
rechiseledcreate:block/spruce_window_large_side	simple	64	64	0a79f54e5c113cb6c87cda4025a0118cfa830c48a62251945da06f70f9de152f
rechiseledcreate:block/spruce_window_panes_end	plain	16	16	-
rechiseledcreate:block/spruce_window_panes_side	simple	64	64	0a79f54e5c113cb6c87cda4025a0118cfa830c48a62251945da06f70f9de152f
rechiseledcreate:block/spruce_window_rounded_end	plain	16	16	-
rechiseledcreate:block/spruce_window_rounded_side	simple	64	64	0a79f54e5c113cb6c87cda4025a0118cfa830c48a62251945da06f70f9de152f
rechiseledcreate:block/spruce_window_slim_end	plain	16	16	-
rechiseledcreate:block/spruce_window_slim_side	simple	64	64	0a79f54e5c113cb6c87cda4025a0118cfa830c48a62251945da06f70f9de152f
rechiseledcreate:block/spruce_window_swirling_end	plain	16	16	-
rechiseledcreate:block/spruce_window_swirling_side	simple	64	64	0a79f54e5c113cb6c87cda4025a0118cfa830c48a62251945da06f70f9de152f
rechiseledcreate:block/spruce_window_tiles_end	plain	16	16	-
rechiseledcreate:block/spruce_window_tiles_side	full	128	128	cf1a8048702ec54035777aaf3acb1153c2512efaa3dc99ac02709796c8daeaa5
rechiseledcreate:block/tuff_cut_polished	full	128	128	cd5fc883f73b7e2b47e0c70303719ec45810b3a55e00cd342c57d9ac4d9acb61
rechiseledcreate:block/tuff_cut_small_brick	full	128	128	cd5fc883f73b7e2b47e0c70303719ec45810b3a55e00cd342c57d9ac4d9acb61
rechiseledcreate:block/veridium_cut_polished	full	128	128	cd5fc883f73b7e2b47e0c70303719ec45810b3a55e00cd342c57d9ac4d9acb61
rechiseledcreate:block/veridium_cut_small_brick	full	128	128	cd5fc883f73b7e2b47e0c70303719ec45810b3a55e00cd342c57d9ac4d9acb61
rechiseledcreate:block/warped_window_bars_end	plain	16	16	-
